548087.15,5129263.73,1011.75
548086.66,5129261.43,1010.71
548086.23,5129259.19,1009.01
548085.78,5129256.94,1007.59
548085.29,5129254.63,1006.53
548084.67,5129252.19,1006.74
548084.12,5129249.82,1006.12
548083.54,5129247.42,1005.99
548082.94,5129244.98,1005.96
548082.34,5129242.56,1005.94
548081.74,5129240.12,1005.92
548080.56,5129235.25,1005.55
548079.97,5129232.82,1005.44
548077.87,5129223.29,1001.88
548077.45,5129220.98,999.83
548076.45,5129216.20,997.30
548075.94,5129213.81,996.24
548075.42,5129211.39,995.14
548074.88,5129208.97,994.37
548074.33,5129206.52,993.61
548073.26,5129201.64,991.78
548071.02,5129191.76,988.96
548070.50,5129189.31,987.77
548069.96,5129186.84,986.82
548066.66,5129171.90,981.46
548066.12,5129169.40,980.39
548063.26,5129156.76,976.75
548050.95,5129102.73,962.16
548047.33,5129087.04,958.64
548033.92,5129028.84,944.98
548030.93,5129015.44,940.47
548029.05,5129000.58,937.33
548042.57,5129059.19,952.08
548043.19,5129061.83,952.58
548046.87,5129077.64,956.17
548048.70,5129085.54,958.15
548050.52,5129093.40,959.95
548052.93,5129103.84,962.67
548058.90,5129129.77,969.31
548064.75,5129155.38,976.59
548067.09,5129165.53,979.29
548067.65,5129168.06,980.18
548068.17,5129170.53,981.55
548068.79,5129173.09,981.78
548069.88,5129178.07,983.80
548070.96,5129183.04,986.00
548071.52,5129185.52,986.72
548072.08,5129188.01,987.59
548072.62,5129190.47,988.64
548073.22,5129192.99,988.99
548074.24,5129197.85,991.55
548074.82,5129200.32,992.07
548076.51,5129207.72,994.22
548077.04,5129210.14,995.17
548077.56,5129212.56,996.26
548078.60,5129217.35,998.48
548079.13,5129219.76,999.45
548079.61,5129222.14,1000.99
548081.69,5129231.66,1005.04
548082.24,5129234.06,1005.67
548082.80,5129236.47,1006.30
548083.40,5129238.89,1006.35
548084.03,5129241.36,1006.15
548084.64,5129243.79,1006.12
548085.23,5129246.22,1006.28
548085.84,5129248.65,1006.32
548086.37,5129251.02,1007.06
548086.94,5129253.39,1007.41
548087.57,5129255.84,1007.17
548088.04,5129258.12,1008.44
548088.49,5129260.38,1010.00
548088.92,5129262.59,1011.70
548089.99,5129267.24,1013.01
548094.64,5129287.82,1019.66
548094.90,5129282.69,1017.77
548089.82,5129259.78,1009.76
548089.37,5129257.51,1008.29
548088.86,5129255.20,1007.40
548088.25,5129252.77,1007.53
548087.69,5129250.40,1007.16
548087.15,5129248.03,1006.47
548086.57,5129245.63,1006.36
548085.97,5129243.20,1006.36
548085.35,5129240.76,1006.47
548084.74,5129238.30,1006.58
548084.16,5129235.89,1006.36
548083.61,5129233.51,1005.75
548083.05,5129231.11,1005.28
548081.03,5129221.65,1000.88
548080.54,5129219.27,999.61
548080.03,5129216.89,998.50
548078.98,5129212.07,996.59
